srcip,record_id,classification,severity,risk_score,connection_count,unique_dstip_count,unique_dsport_count,dst_src_relationship_count,state_ttl_count,attack_cat,label,reason
record-16398,16398,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-16412,16412,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-16483,16483,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-16491,16491,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-16499,16499,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-16506,16506,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-16511,16511,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-16581,16581,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-16585,16585,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-16589,16589,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-16597,16597,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-16631,16631,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-16649,16649,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-16671,16671,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-16678,16678,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-16685,16685,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-16687,16687,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-16761,16761,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-16767,16767,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-16779,16779,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-16819,16819,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-16825,16825,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-16829,16829,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-16929,16929,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-16939,16939,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-16995,16995,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-17002,17002,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-17004,17004,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-17081,17081,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-17084,17084,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-17090,17090,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-17125,17125,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-17332,17332,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-17344,17344,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-17403,17403,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-17410,17410,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-17448,17448,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-17478,17478,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-17483,17483,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-17488,17488,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-17495,17495,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-17510,17510,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-17601,17601,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-17608,17608,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-17643,17643,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-17650,17650,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18027,18027,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-18034,18034,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-18040,18040,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-18046,18046,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-18146,18146,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18151,18151,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18575,18575,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-18581,18581,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-18735,18735,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-18770,18770,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-18777,18777,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-18904,18904,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-18911,18911,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-18932,18932,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-18939,18939,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-18946,18946,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-18952,18952,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-18972,18972,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-18977,18977,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-19090,19090,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-19096,19096,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-19235,19235,Suspicious,Medium,22,20,20,20,38,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 38 links
record-19240,19240,Suspicious,Medium,22,20,20,20,38,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 38 links
record-19244,19244,Suspicious,Medium,22,20,20,20,38,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 38 links
record-19299,19299,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-19560,19560,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-19564,19564,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-19597,19597,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-19600,19600,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-19960,19960,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-19966,19966,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-19982,19982,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-20019,20019,Suspicious,Medium,22,20,20,20,38,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 38 links
record-20188,20188,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-20209,20209,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-20215,20215,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-20219,20219,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-20222,20222,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-20489,20489,Suspicious,Medium,22,20,20,20,38,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 38 links
record-20492,20492,Suspicious,Medium,22,20,20,20,38,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 38 links
record-20495,20495,Suspicious,Medium,22,20,20,20,38,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 38 links
